ID объекта СКУП;Адрес УИК/ТИК;Наименование УИК/ТИК;Технология подключения;Техническое решение;Наименование Оператора ПМ;Информация по организации канала до объекта;Принадлженость объекта к МЦТЭТ: АМЦТЭТ,ТГЦТЭТ, ВМЦТЭТ, НМЦТЭТ, КМЦТЭТ, УСТП-1,УСТП-2,УСТП-3,УСТП-4,УСТП-5,УСТП-6,УСТП-7;Информацию заносит сотрудник ТБ. Вид наряда на организацию канала: по существующему подключению ВОЛС/МЕДЬ. организация нового канала ВОЛС/МЕДЬ;Ком. блок. Наряд выписан № наряда;Необходимость оконечного оборудования (модемы:ADSL/SHDSL, коммутатор 8 портов);IP-adress/Port Оборудования на УД (DSLAM, комметатор агригации);Канал организован и протестирован скорость соответствует Да/Нет;Указать порт на оконечном устройстве. Его необходимо заклеить монтажной лентой с пометкой выборы.;Место расположение оконечного устройства;Примечание;IP addres коммутатора на объекте (при его наличии);Готовность объекта. ДА;Выделенная сеть;Учёт оборудования;RID объекта;Подрядчик;IP адрес CAM1 Комиссия;IP адрес CAM2 Урна;IP адрес коммутатора в шкафу УИК/ТИК;IP адрес контроллера;Канал прописан РЦУСС;Камера зарегистрирована;IP шлюза;Vlan на PE;Description;ФИО основного ответственного за УИК;E-mail основного ответственного за УИК;Контактный телефон (служебный/сотовый) основного ответственного за УИК;ФИО заместителя на время отсутствия основного ответственного за УИК;E-mail заместителя на время отсутствия основного ответственного за УИК;Контактный телефон (служебный/сотовый) заместителя на время отсутствия основного ответственного за УИК;Объект принят 2ЛТП и сдан в эксплуатацию;Контроллер сконфигурирован и подключен. ДА;Статус;Online Test;Протестировано;Cинхронизация;Акт П16 подписан, демонтаж произведён;;;;;
71714;Миллерово,квартал имени маршала Ефимова,9;УИК №1131;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);КМЦТЭТ;Организация нового канала ВОЛС;863930106590882  863930106590918.17;;RST-MLR-MILL-Efim9-SW1-Q2828 10.85.1.139 порт 4;;;кабинет № 311;;;07.02.18;10.234.53.64/28;Добавлено;B61K1131;АИСиС -Регион;10.234.53.66;10.234.53.67;10.234.53.78;10.234.53.68;30.01.18;да;10.234.53.65;2852;1131MillerovokvartalimenimarshalaEfimova9;Ващенко Юрий Владимирович;Yuriy.Vashchenko@south.rt.ru;+7(918)-540-04-66;Абакумов Александр Григорьевич;Aleksandr.Abakumov@south.rt.ru;+7(918)-540-04-88;;;success;Online Test;Николаев 06,03,18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71715;Октябрьский район, Ростов-на-Дону,  пр. Ленина, 46А;УИК №1840;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №2;по информации ТИК Октябр района УИК будет в помещении МФЦ по адресу Ленина 46а;;;RoRstGrsm7c3750       10.2.121.254  Gi1/0/9   ;да; 10.2.121.249Eth 0/0/23,  0/0/24  ;Коммутатор в серверной …. Бирка есть;;;23.01.18;10.234.53.80/28;Добавлено;B61K1840;ДОНСВЯЗЬ;10.234.53.82;10.234.53.83;10.234.53.94;10.234.53.84;да;Да;10.234.53.81;2853;1840RnDprLenina46A;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Николаев 06,03,18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71716;Октябрьский район, г. Ростов-на-Дону, пр. Ленина, 91;УИК №1841;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №2;по информации ТИК Октябр района УИК будет в помещении МФЦ по адресу Ленина 91 ;;;RST-ROST-45-Geras7-DSL1-H5300 10.108.8.1       ATM13/0/4;да;модем SHDSL;КРТ в помещении столовой у окна;;;30.01.18;10.234.53.96/28;Добавлено;B61K1841;ДОНСВЯЗЬ;10.234.53.98;10.234.53.99;10.234.53.110;10.234.53.100;да;Да;10.234.53.97;2854;1841RnDprLenina91;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Николаев 02,03,18;Необходима синхронизация на стенде;;;;;;
71717;Октябрьский район,Ростов-на-Дону,Зоологическая,3;УИК №1842;Организация канала по технологии SHDSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №3;;;;Dranko112.1-DSL4 10.11.80.62 interface shdsl 0/15/22;да;РШ 32-01 35-16-(РШ 200)(РК 205);3-я касса на стене;;;13.02.18;10.234.53.112/28;5 очередь;B61K1842;АРК Инжиниринг;10.234.53.114;10.234.53.115;10.234.53.126;10.234.53.116;да, 07.02.2018;да;10.234.53.113;2855;1842RnDZoologicheskaya3;Опрышко Дмитрий Александрович;Arkadiy.Makhchanyan@south.rt.ru   ;89882532695;Фоменко Юрий Николаевич;Arkadiy.Makhchanyan@south.rt.ru   ;89604555488;;;danger;Online Test;Довгань   05.03.18;Необходима синхронизация на стенде;;;;;;
71718;Октябрьский район,Ростов-на-Дону,проспект Ленина,61;УИК №1843;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №2;Организация нового канала ВОЛС;863930108198441.18;;10.2.253.1 GE0/0/20                  ---# Lenina61;да;RST-ROST-45-Lenina61-SW1-Q2326 10.2.253.21 Ethernet0/0/9;провод заведен в УИК бирка есть;;;23.01.18;10.234.53.128/28;Добавлено;B61K1843;ДОНСВЯЗЬ;10.234.53.130;10.234.53.131;10.234.53.142;10.234.53.132;да;Да;10.234.53.129;2856;1843RnDprLenina61;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Николаев 02,03,18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71719;Октябрьский район,Ростов-на-Дону,проспект Ленина,42А;УИК №1844;Организация канала по технологии FTTx;Т-1;ПАО "Ростелеком";Существующая ВОЛС (доумощнение);УСТП №2;обследование по согласованию с председателем УИКа назначено на 12.01.18;;; 	RST-ROST-45-Geras7-DSL1-H5300 10.108.8.1 13/0/10;да;модем SHDSL;провод заведен в УИК бирка есть;;;29.01.18;10.234.53.144/28;Добавлено;B61K1844;ДОНСВЯЗЬ;10.234.53.146;10.234.53.147;10.234.53.158;10.234.53.148;да;Да;10.234.53.145;2857;1844RnDprLenina42A;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Николаев 02,03,18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71720;Октябрьский район,Ростов-на-Дону,Кропоткина,31;УИК №1845;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №2;;;;RST-ROST-45-Geras7-DSL1-H5300 10.108.8.1 13/0/5;да;модем SHDSL;КРТ в помещении школы 1 эт коридор;;;9.02.18;10.234.53.160/28;;B61K1845;ДОНСВЯЗЬ;10.234.53.162;10.234.53.163;10.234.53.174;10.234.53.164;05.02.18;да;10.234.53.161;2858;1845RnDKropotkina31;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71721;Октябрьский район,Ростов-на-Дону,Кропоткина,31;УИК №1846;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №2;;;;RST-ROST-45-Geras7-DSL1-H5300 10.108.8.1 13/0/7;да;модем SHDSL;крт 1 эт в корридоре;;;9.02.18;10.234.53.176/28;;B61K1846;ДОНСВЯЗЬ;10.234.53.178;10.234.53.179;10.234.53.190;10.234.53.180;05.02.18;да;10.234.53.177;2859;1846RnDKropotkina31;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71722;Октябрьский район,Ростов-на-Дону,Погодина,5А;УИК №1847;Организация канала по технологии FTTx;Т-6;ПАО "Ростелеком"; 	Существующая ВОЛС (доумощнение);УСТП №2;;;;Агрегация 10.2.120.1  GigabitEthernet0/0/20;да;КД 10.2.120.22 Ethernet0/0/1; 2 эт. Каб информатики №17 ;;;08.02.18;10.234.53.192/28;;B61K1847;ДОНСВЯЗЬ;10.234.53.194;10.234.53.195;10.234.53.206;10.234.53.196;да;Да;10.234.53.193;2860;1847RnDPogodina5A;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Николаев 02,03,18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71723;Октябрьский р-он, г. Ростов-на-Дону, Пр. Ленина, 44/3;УИК №1848;На объект запланировано Строительство ВОЛС;Т-1;ПАО "Ростелеком";Строительство ВОЛС;УСТП №2;;;;10.3.14.1 port 18;;10.3.14.130 Eth0/0/1;;;;26.02.18;10.234.53.208/28;;B61K1848;ДОНСВЯЗЬ;10.234.53.210;10.234.53.211;10.234.53.222;10.234.53.212;26.02.18;да;10.234.53.209;2861;1848RnDLenina44/3;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;ДА;danger;Online Test;28.02.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71724;Октябрьский район,Ростов-на-Дону,переулок Педагогический,24;УИК №1849;Альтернативный оператор;Т-21;МедиаСети;Канал на ресурсах АО;УСТП №2;;МедиаСети;;;;;;8 порт UPLINK медиасети с 7 порта включен УИК1850;;09.02.18;10.234.53.224/28;;B61K1849;ДОНСВЯЗЬ;10.234.53.226;10.234.53.227;10.234.53.238;10.234.53.228;09.02.18  да медиасети влан 2165;да;10.234.53.225;2862;1849RnDperPedagogicheskiy24;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71725;Октябрьский район,Ростов-на-Дону,переулок Педагогический,24;УИК №1850;Альтернативный оператор;Т-21;МедиаСети;Канал на ресурсах АО;УСТП №2;;МедиаСети;;;;;;Включен через коммутатор УИК 1849 10.234.53.238 port 7;;09.02.18;10.234.53.240/28;;B61K1850;ДОНСВЯЗЬ;10.234.53.242;10.234.53.243;10.234.53.254;10.234.53.244;да медиасети влан 2165;да;10.234.53.241;2863/2862;1850RnDperPedagogicheskiy24;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71726;Октябрьский район,Ростов-на-Дону,2-й Пятилетки,10;УИК №1851;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №2;;;;10.2.153.1  1/0/9;да;КД 10.2.153.10  порт  Eth0/0/1;коммутатор в Кабинете информатики2 эт.;;;23.01.18;10.234.54.0/28;Добавлено;B61K1851;ДОНСВЯЗЬ;10.234.54.2;10.234.54.3;10.234.54.14;10.234.54.4;да;Да;10.234.54.1;2864;1851RnD2Pyatiletki10;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Николаев 02,03,18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71727;Октябрьский район,Ростов-на-Дону,2-й Пятилетки,10;УИК №1852;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №2;;;;10.2.153.1 1/0/9 ;да;КД 10.2.153.10 порт Eth0/0/2;коммутатор в Кабинете информатики2 эт.;;;10.02.18;10.234.54.16/28;;B61K1852;ДОНСВЯЗЬ;10.234.54.18;10.234.54.19;10.234.54.30;10.234.54.20;да;Да;10.234.54.17;2865/2864;1852RnD2Pyatiletki10;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Горюнов 01.03.2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71728;Октябрьский район,Ростов-на-Дону,2-й Пятилетки,10;УИК №1853;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №2;;;;10.2.153.1 1/0/9 	;да;КД 10.2.153.10 порт Eth0/0/4;;;;26.01.18;10.234.54.32/28;;B61K1853;ДОНСВЯЗЬ;10.234.54.34;10.234.54.35;10.234.54.46;10.234.54.36;да;Да;10.234.54.33;2866/2864;1853RnD2Pyatiletki10;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Горюнов 01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71729;Октябрьский район,Ростов-на-Дону,Неклиновская,4/1Б;УИК №1854;Организация канала по технологии FTTx;Т-1;ПАО "Ростелеком";Существующая ВОЛС (доумощнение);УСТП №4;;;;коммутатор агрегации 10.3.18.1 порт GE0/0/4;да;коммутатор доступа: 10.3.18.135 порт Ethernet0/0/7;;;;14.02.18;10.234.54.48/28;2 очередь;B61K1854;АИСиС -Регион;10.234.54.50;10.234.54.51;10.234.54.62;10.234.54.52;да, 01.02.2018;да;10.234.54.49;2867;1854RnDNeklinovskaya4_1B;Сулимов Виталий;;89888905040 89282705041 ;Мальцев Степан Сергеевич;;89882538622 89515225903;;;success;Online Test;Горюнов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71730;Ворошиловский район,Ростов-на-Дону,проспект Ленина,125/1;УИК №1685;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №2;;;;RST-ROST-930-Lenina66-DSL1-H53 10.108.23.1 3/0/33;да;модем ADSL;;;;09.02.18;10.234.54.64/28;;B61K1685;ДОНСВЯЗЬ;10.234.54.66;10.234.54.67;10.234.54.78;10.234.54.68;09.02.18;да;10.234.54.65;2868;1685RnDprLenina125_1;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71731;Ворошиловский район,Ростов-на-Дону,проспект Ленина,64/2;УИК №1687;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №2;организация существующего  канала Медь;863930107724152.18; модем ADSL;RST-ROST-43-M.Nagib14A-DSL2-H5600 10.108.52.1 0/1/0/62;да ;модем ADSL ;правое крыло взле кабинета HEADMASTER;;;10.02.18;10.234.54.80/28;Добавлено;B61K1687;ДОНСВЯЗЬ;10.234.54.82;10.234.54.83;10.234.54.94;10.234.54.84;да;да;10.234.54.81;2869;1687RnDprLenina64_2;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;да;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71732;Ворошиловский район,Ростов-на-Дону,переулок Обуховский,3;УИК №1689;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №2;организация существующего канала Медь;863930107724194.18;модем ADSL ;RST-ROST-43-M.Nagib14A-DSL2-H5600 10.108.52.1/1/0/59;да ;модем ADSL ;в помещении спорт клуба в тацевальной комнате;;;14.02.18;10.234.54.96/28;Добавлено;B61K1689;ДОНСВЯЗЬ;10.234.54.98;10.234.54.99;10.234.54.110;10.234.54.100;14.02.18;да;10.234.54.97;2870/3067;1689RnDperObuhovskiy3;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Романов 07.03.18;Необходима синхронизация на стенде;;;;;;
71734;Кировский район,Ростов-на-Дону,Социалистическая,126;УИК №1786;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;; нужен shdsl модем ;10.108.14.1    Shdsl13/0/5;да;;;2 этаж , актовый зал;;26.01.18;10.234.54.128/28;Добавлено;B61K1786;Воробинский Андрей Игоревич;10.234.54.130;10.234.54.131;10.234.54.142;10.234.54.132;да;Да;10.234.54.129;2872;1786RnDSocialisticheskaya126;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71735;Кировский район,Ростов-на-Дону,Большая Садовая,105;УИК №1787;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;;;;10.2.197.1      Ethernet1/0/16;да;10.2.197.135        fe-1/0/1;сисадмины Максим или Ярослав , они все покажут . музей 1 этаж ;;;12.02.18;10.234.54.144/28;5 очередь;B61K1787;АИСиС -Регион;10.234.54.146;10.234.54.147;10.234.54.158;10.234.54.148;06.02.2018;да;10.234.54.145;2873;1787RnDBolshayaSadovaya105;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;success;Online Test;Горюнов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71736;Кировский район,Ростов-на-Дону,Красноармейская,232;УИК №1788;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;; нужен shdsl модем ;10.108.35.1 shdsl  9/0/4;да;;;1 этаж холл центральный вход;;10.02.18;10.234.54.160/28;5 очередь;B61K1788;АИСиС -Регион;10.234.54.162;10.234.54.163;10.234.54.174;10.234.54.164;06.02.2018;да;10.234.54.161;2874;1788RnDKrasnoarmeyskaya232;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;warning;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71737;Кировский район,Ростов-на-Дону,проспект Чехова,94/ж;УИК №1789;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;; нужен shdsl модем ;10.108.35.1 shdsl 9/0/5;да;;все на вахте;1 этаж спортзал;;15.02.18;10.234.54.176/28;5 очередь;B61K1789;АИСиС -Регион;10.234.54.178;10.234.54.179;10.234.54.190;10.234.54.180;06.02.2018;да;10.234.54.177;2875;1789RnDprChehova94_zh;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71738;Кировский район,Ростов-на-Дону,Красных Зорь,157;УИК №1790;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;;нужен shdsl модем;10.108.14.1 shdsl 13/0/21;да;;;доступ на чердак на 26.01;;26.01.18;10.234.54.192/28;Добавлено;B61K1790;Коваленко Евгений Иванович;10.234.54.194;10.234.54.195;10.234.54.206;10.234.54.196;да;Да;10.234.54.193;2876;1790RnDKrasnyhZor157;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71739;Кировский район,Ростов-на-Дону,Большая Садовая,170;УИК №1791;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;;;10.109.38.1 adsl 0/13/45;Да;;;центральный вход , 1 этаж холл справа;;15.02.18;10.234.54.208/28;;B61K1791;АИСиС -Регион;10.234.54.210;10.234.54.211;10.234.54.222;10.234.54.212;13.02.18;да;10.234.54.209;2877;1791RnDBolshayaSadovaya170;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71740;Кировский район,Ростов-на-Дону,переулок Нахичеванский,38А;УИК №1792;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;;нужен shdsl модем;10.108.14.1   shdsl 13/0/22;да;;корпус ЛКУ , актовый зал , провода на сцене , к. тел Владимир 8-908-513-36-83 ;;;19.02.18 ;10.234.54.224/28;;B61K1792;АИСиС -Регион;10.234.54.226;10.234.54.227;10.234.54.238;10.234.54.228;да, 07.02.2018;да;10.234.54.225;2878;1792RnDperNahichevanskiy38A;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;success;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71741;Кировский район,Ростов-на-Дону,Пушкинская,190;УИК №1793;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;;;; 10.2.30.1     1/0/3;да;10.2.30.4      0/0/24;;с кабинета 121 можно протянуть витую пару в холл;;14.02.18;10.234.54.240/28;5 очередь;B61K1793;АИСиС -Регион;10.234.54.242;10.234.54.243;10.234.54.254;10.234.54.244;06.02.2018;да;10.234.54.241;2879;1793RnDPushkinskaya190;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;warning;Online Test;Горюнов 01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71742;Кировский район,Ростов-на-Дону,Лермонтовская,229;УИК №1794;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;;;;RST-ROST-64-Go206.1-DSL2-5300# (10.108.35.1) порт shdsl 9/0/0;;модем SHDSL;;;;12.02.18 ;10.234.55.0/28;5 очередь;B61K1794;АИСиС -Регион;10.234.55.2;10.234.55.3;10.234.55.14;10.234.55.4;12.02.18;да;10.234.55.1;2880;1794RnDLermontovskaya229;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;success;Online Test;Горюнов 01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71743; Кировский район, г. Ростов-на-Дону, пер. Крепостной, 132 А;УИК №1795;Организация канала по технологии ВОЛС;Т-6;ПАО "Ростелеком";Существующая ВОЛС(модернизация не требуется);УСТП №5;ВОЛС;;;10.2.25.1     GE0/0/23;да;10.2.25.9   0/0/19;;УИК - 1 этаж , холл;;16.02.18;10.234.55.16/28;;B61K1795;АИСиС -Регион;10.234.55.18;10.234.55.19;10.234.55.30;10.234.55.20;12.02.18;да;10.234.55.17;2881;1795RnDperKrepostnoy132A;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;;success;Online Test;Горюнов 01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71744;Кировский район,Ростов-на-Дону,Текучева,201;УИК №1796;Альтернативный оператор;Т-21;МедиаСети;Канал на ресурсах АО;УСТП №5;;МедиаСети;;;;;;;;26.02.18;10.234.55.32/28;;B61K1796;АИСиС -Регион;10.234.55.34;10.234.55.35;10.234.55.46;10.234.55.36;да Медиасети влан 2183;да;10.234.55.33;2882;1796RnDTekucheva201;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71745;Кировский район,Ростов-на-Дону,Социалистическая,195;УИК №1797;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;организация нового канала;863930107921362.18.863930107921440.18;не требуется;10.2.14.1      GE0/0/16 ;да;10.2.14.17     0/0/24;розетка в музее на 1 этаже;УИК - 1 этаж центральный вход;;12.02.18;10.234.55.48/28;5 очередь;B61K1797;АИСиС -Регион;10.234.55.50;10.234.55.51;10.234.55.62;10.234.55.52;да 08.02.2018;да;10.234.55.49;2883;1797RnDSocialisticheskaya195;Богдановский Д.В.;Aleksandr.Kiryachek@south.rt.ru;89888906745;Орел О.В;;89888907644;;да;success;Online Test;Горюнов 01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71771;Батайск,Комарова,175;УИК №261;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);УСТП №7;Организация существующего канала ВОЛС;863930107724600.18;нет;RST-BTS-4-Krupskoy3-R-MX480 (10.30.54.74) порт xe-0/2/1 => RST-BTS-53-Aviagor17-SW1-C4900 (10.30.54.3) порт Gi2/3 => RST-BTS-53-Aviagor17-SW3-Q5328  (10.30.54.60) порт 11 VLAN261 => RST-BTS-53-Komar177-SW2-Q2326 (10.54.5.26) порт 1;да;порт 4 роутер школы;Кабинет директора;Все работы выполнены, линия поднята на Fttb роутере школы , подрядчику осталось поставить оборудование и включить камеры ( нет в наличии)Смена ТВ, заменить на Т-3 "Организация канала по технологии FTTx".;нет;11.02.18;10.234.55.64/28;;B61K0261;ДОНСВЯЗЬ;10.234.55.66;10.234.55.67;10.234.55.78;10.234.55.68;11.02.18;да;10.234.55.65;2884;261BatayskKomarova175;Мединцева Оксана Анатольевна;Oksana.Medintseva@south.rt.ru;8635458000/9885454111;Шклярук Андрей Павлович;Andrey.Shklyaruk@south.rt.ru;8635457211/9896168499;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71772;Батайск,Тельмана,154;УИК №262;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);УСТП №7; по существующему подключению МЕДЬ;863930107724632.18;роутер универсальный Sagecom;RST-BTS-4-Krupskoy3-R-MX480 (10.30.54.74) порт xe-0/2/1 => RST-BTS-53-Aviagor17-SW1-C4900 (10.30.54.3) порт Gi2/7 => SHDSL модем VLAN262;да;порт 4 Sagecom;Приемная;Все работы выполнены, линия поднята через shdsl модем,  роутер Sagecom, подрядчику осталось поставить оборудование и включить камеры ( нет в наличии). Длы работы камер надо отключать существующий на линии Интернет школе. Смена ТВ на Т-8 "Организация канала по технологии SHDSL.;нет;11.02.18;10.234.55.80/28;;B61K0262;ДОНСВЯЗЬ;10.234.55.82;10.234.55.83;10.234.55.94;10.234.55.84;11.02.18;да;10.234.55.81;2885;262BatayskTelmana154;Мединцева Оксана Анатольевна;Oksana.Medintseva@south.rt.ru;8635458000/9885454111;Шклярук Андрей Павлович;Andrey.Shklyaruk@south.rt.ru;8635457211/9896168499;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
